amount,category,county,date,paon,postcode,saon,street,town
60000,Standard price paid transaction,GREATER LONDON,2002-01-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 25,GERVASE STREET,LONDON
117500,Standard price paid transaction,GREATER LONDON,2002-01-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 26,GERVASE STREET,LONDON
118950,Standard price paid transaction,GREATER LONDON,2001-10-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 28,GERVASE STREET,LONDON
119950,Standard price paid transaction,GREATER LONDON,2001-10-03,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 33,GERVASE STREET,LONDON
121500,Standard price paid transaction,GREATER LONDON,2001-10-05,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 31,GERVASE STREET,LONDON
125000,Standard price paid transaction,GREATER LONDON,2007-02-23,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 33,GERVASE STREET,LONDON
128950,Standard price paid transaction,GREATER LONDON,2001-10-10,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 29,GERVASE STREET,LONDON
133950,Standard price paid transaction,GREATER LONDON,2001-10-05,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 34,GERVASE STREET,LONDON
139000,Standard price paid transaction,GREATER LONDON,2003-12-03,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 33,GERVASE STREET,LONDON
148950,Standard price paid transaction,GREATER LONDON,2001-10-02,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 27,GERVASE STREET,LONDON
153950,Standard price paid transaction,GREATER LONDON,2001-11-07,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 30,GERVASE STREET,LONDON
155000,Standard price paid transaction,GREATER LONDON,2009-06-05,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 33,GERVASE STREET,LONDON
155000,Standard price paid transaction,GREATER LONDON,2002-05-03,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 35,GERVASE STREET,LONDON
158950,Standard price paid transaction,GREATER LONDON,2002-01-25,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 4,GERVASE STREET,LONDON
158950,Standard price paid transaction,GREATER LONDON,2001-10-02,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 17,GERVASE STREET,LONDON
158950,Standard price paid transaction,GREATER LONDON,2001-08-30,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 3,GERVASE STREET,LONDON
158950,Standard price paid transaction,GREATER LONDON,2001-10-08,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 18,GERVASE STREET,LONDON
160000,Standard price paid transaction,GREATER LONDON,2002-04-03,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 20,GERVASE STREET,LONDON
163950,Standard price paid transaction,GREATER LONDON,2001-10-09,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 8,GERVASE STREET,LONDON
163950,Standard price paid transaction,GREATER LONDON,2001-11-29,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 21,GERVASE STREET,LONDON
163950,Standard price paid transaction,GREATER LONDON,2002-01-07,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 9,GERVASE STREET,LONDON
165000,Standard price paid transaction,GREATER LONDON,2002-02-13,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 23,GERVASE STREET,LONDON
166500,Standard price paid transaction,GREATER LONDON,2001-11-12,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 13,GERVASE STREET,LONDON
168950,Standard price paid transaction,GREATER LONDON,2001-10-02,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 24,GERVASE STREET,LONDON
168950,Standard price paid transaction,GREATER LONDON,2002-01-25,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 14,GERVASE STREET,LONDON
169950,Standard price paid transaction,GREATER LONDON,2002-11-18,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 37,GERVASE STREET,LONDON
174950,Standard price paid transaction,GREATER LONDON,2002-02-15,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 5,GERVASE STREET,LONDON
174950,Standard price paid transaction,GREATER LONDON,2002-11-28,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 38,GERVASE STREET,LONDON
176000,Standard price paid transaction,GREATER LONDON,2005-12-16,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 17,GERVASE STREET,LONDON
178950,Standard price paid transaction,GREATER LONDON,2002-05-07,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 16,GERVASE STREET,LONDON
182950,Standard price paid transaction,GREATER LONDON,2001-10-12,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 2,GERVASE STREET,LONDON
183950,Standard price paid transaction,GREATER LONDON,2002-01-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 10,GERVASE STREET,LONDON
183950,Standard price paid transaction,GREATER LONDON,2002-01-11,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 7,GERVASE STREET,LONDON
183950,Standard price paid transaction,GREATER LONDON,2001-09-20,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 19,GERVASE STREET,LONDON
184950,Standard price paid transaction,GREATER LONDON,2001-09-28,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 22,GERVASE STREET,LONDON
185000,Standard price paid transaction,GREATER LONDON,2002-08-02,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 24,GERVASE STREET,LONDON
185000,Standard price paid transaction,GREATER LONDON,2006-01-06,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 21,GERVASE STREET,LONDON
188950,Standard price paid transaction,GREATER LONDON,2001-12-19,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 12,GERVASE STREET,LONDON
198000,Standard price paid transaction,GREATER LONDON,2006-12-08,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 39,GERVASE STREET,LONDON
198950,Standard price paid transaction,GREATER LONDON,2001-10-08,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 1,GERVASE STREET,LONDON
199500,Standard price paid transaction,GREATER LONDON,2006-06-15,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 27,GERVASE STREET,LONDON
200000,Standard price paid transaction,GREATER LONDON,2006-12-20,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 37,GERVASE STREET,LONDON
200000,Standard price paid transaction,GREATER LONDON,2006-03-17,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 9,GERVASE STREET,LONDON
203950,Standard price paid transaction,GREATER LONDON,2001-11-07,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 6,GERVASE STREET,LONDON
208950,Standard price paid transaction,GREATER LONDON,2001-11-07,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 11,GERVASE STREET,LONDON
210000,Standard price paid transaction,GREATER LONDON,2011-03-31,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 39,GERVASE STREET,LONDON
215000,Standard price paid transaction,GREATER LONDON,2012-06-15,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 27,GERVASE STREET,LONDON
227000,Standard price paid transaction,GREATER LONDON,2006-06-30,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 7,GERVASE STREET,LONDON
227500,Standard price paid transaction,GREATER LONDON,2007-02-16,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 3,GERVASE STREET,LONDON
228500,Standard price paid transaction,GREATER LONDON,2012-03-16,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 35,GERVASE STREET,LONDON
235000,Standard price paid transaction,GREATER LONDON,2007-01-18,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 20,GERVASE STREET,LONDON
237500,Standard price paid transaction,GREATER LONDON,2007-09-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 35,GERVASE STREET,LONDON
240000,Standard price paid transaction,GREATER LONDON,2006-03-06,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 19,GERVASE STREET,LONDON
242500,Standard price paid transaction,GREATER LONDON,2010-03-08,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 3,GERVASE STREET,LONDON
245000,Standard price paid transaction,GREATER LONDON,2005-04-21,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 10,GERVASE STREET,LONDON
245750,Standard price paid transaction,GREATER LONDON,2011-05-31,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 20,GERVASE STREET,LONDON
249950,Standard price paid transaction,GREATER LONDON,2003-02-06,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 40,GERVASE STREET,LONDON
249950,Standard price paid transaction,GREATER LONDON,2003-04-11,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 40,GERVASE STREET,LONDON
250000,Standard price paid transaction,GREATER LONDON,2006-09-27,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 40,GERVASE STREET,LONDON
250000,Standard price paid transaction,GREATER LONDON,2007-02-28,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 5,GERVASE STREET,LONDON
284950,Standard price paid transaction,GREATER LONDON,2003-04-22,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 42,GERVASE STREET,LONDON
287500,Standard price paid transaction,GREATER LONDON,2012-05-03,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 8,GERVASE STREET,LONDON
289950,Standard price paid transaction,GREATER LONDON,2002-07-22,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 41,GERVASE STREET,LONDON
295000,Standard price paid transaction,GREATER LONDON,2013-04-24,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 21,GERVASE STREET,LONDON
299950,Standard price paid transaction,GREATER LONDON,2002-09-16,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 43,GERVASE STREET,LONDON
316400,Standard price paid transaction,GREATER LONDON,2014-07-07,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 25,GERVASE STREET,LONDON
319950,Standard price paid transaction,GREATER LONDON,2007-02-06,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 1,GERVASE STREET,LONDON
320000,Standard price paid transaction,GREATER LONDON,2002-11-18,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 36,GERVASE STREET,LONDON
320000,Standard price paid transaction,GREATER LONDON,2005-11-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 42,GERVASE STREET,LONDON
323500,Standard price paid transaction,GREATER LONDON,2007-06-29,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 11,GERVASE STREET,LONDON
332500,Standard price paid transaction,GREATER LONDON,2006-12-20,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 41,GERVASE STREET,LONDON
350000,Standard price paid transaction,GREATER LONDON,2005-05-20,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 36,GERVASE STREET,LONDON
360000,Standard price paid transaction,GREATER LONDON,2007-11-09,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 41,GERVASE STREET,LONDON
360000,Standard price paid transaction,GREATER LONDON,2015-02-20,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 37,GERVASE STREET,LONDON
370089,Standard price paid transaction,GREATER LONDON,2014-07-18,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 30,GERVASE STREET,LONDON
385000,Standard price paid transaction,GREATER LONDON,2013-12-19,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 49,GERVASE STREET,LONDON
385000,Standard price paid transaction,GREATER LONDON,2007-05-25,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 43,GERVASE STREET,LONDON
398450,Standard price paid transaction,GREATER LONDON,2013-04-29,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 1,GERVASE STREET,LONDON
400000,Standard price paid transaction,GREATER LONDON,2014-08-08,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 3,GERVASE STREET,LONDON
407000,Standard price paid transaction,GREATER LONDON,2013-10-22,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 19,GERVASE STREET,LONDON
425000,Standard price paid transaction,GREATER LONDON,2014-04-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 24,GERVASE STREET,LONDON
455000,Standard price paid transaction,GREATER LONDON,2018-02-09,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 30,GERVASE STREET,LONDON
460000,Standard price paid transaction,GREATER LONDON,2008-06-12,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 36,GERVASE STREET,LONDON
475000,Standard price paid transaction,GREATER LONDON,2015-04-02,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 4,GERVASE STREET,LONDON
499950,Standard price paid transaction,GREATER LONDON,2015-06-30,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 14,GERVASE STREET,LONDON
540000,Standard price paid transaction,GREATER LONDON,2016-10-04,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 17,GERVASE STREET,LONDON
640000,Standard price paid transaction,GREATER LONDON,2016-12-19,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 49,GERVASE STREET,LONDON
645000,Standard price paid transaction,GREATER LONDON,2015-07-30,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 41,GERVASE STREET,LONDON
675000,Standard price paid transaction,GREATER LONDON,2014-03-25,"GRENIER APARTMENTS, 18",SE15 2RS,FLAT 36,GERVASE STREET,LONDON
250000,Standard price paid transaction,GREATER LONDON,2008-02-04,"MERIDIAN COURT, 2",SE15 2GE,FLAT 6,GERVASE STREET,LONDON
285000,Standard price paid transaction,GREATER LONDON,2008-06-27,"MERIDIAN COURT, 2",SE15 2GE,FLAT 1,GERVASE STREET,LONDON
67000,Standard price paid transaction,GREATER LONDON,1995-08-30,7,SE15 2RN,,GERVASE STREET,LONDON
213000,Standard price paid transaction,GREATER LONDON,2003-05-27,3,SE15 2RN,,GERVASE STREET,LONDON
231000,Standard price paid transaction,GREATER LONDON,2005-08-08,3,SE15 2RN,,GERVASE STREET,LONDON
250000,Standard price paid transaction,GREATER LONDON,2007-06-01,11,SE15 2RN,,GERVASE STREET,LONDON
440000,Standard price paid transaction,GREATER LONDON,2015-07-31,3,SE15 2RN,,GERVASE STREET,LONDON
782140,Additional price paid transaction,GREATER LONDON,2015-06-25,812,SE15 1NH,,OLD KENT ROAD,LONDON
74950,Standard price paid transaction,GREATER LONDON,2000-05-17,65,SE15 2RJ,,ASYLUM ROAD,LONDON
87000,Standard price paid transaction,GREATER LONDON,2000-07-27,91,SE15 2RJ,,ASYLUM ROAD,LONDON
93000,Standard price paid transaction,GREATER LONDON,1999-06-08,67A,SE15 2RJ,,ASYLUM ROAD,LONDON
99995,Standard price paid transaction,GREATER LONDON,2000-09-12,65A,SE15 2RJ,,ASYLUM ROAD,LONDON
128000,Standard price paid transaction,GREATER LONDON,2002-08-30,65,SE15 2RJ,,ASYLUM ROAD,LONDON
140000,Standard price paid transaction,GREATER LONDON,2003-07-21,91,SE15 2RJ,,ASYLUM ROAD,LONDON
145000,Standard price paid transaction,GREATER LONDON,2000-01-19,67,SE15 2RJ,,ASYLUM ROAD,LONDON
150000,Standard price paid transaction,GREATER LONDON,2006-11-09,91,SE15 2RJ,,ASYLUM ROAD,LONDON
150000,Standard price paid transaction,GREATER LONDON,2003-01-17,77A,SE15 2RJ,,ASYLUM ROAD,LONDON
174500,Standard price paid transaction,GREATER LONDON,2004-08-27,65A,SE15 2RJ,,ASYLUM ROAD,LONDON
184000,Standard price paid transaction,GREATER LONDON,1999-09-06,67A,SE15 2RJ,,ASYLUM ROAD,LONDON
190000,Standard price paid transaction,GREATER LONDON,2007-07-27,65,SE15 2RJ,,ASYLUM ROAD,LONDON
270000,Standard price paid transaction,GREATER LONDON,2003-05-16,75,SE15 2RJ,,ASYLUM ROAD,LONDON
277500,Standard price paid transaction,GREATER LONDON,2005-07-26,67,SE15 2RJ,,ASYLUM ROAD,LONDON
287000,Standard price paid transaction,GREATER LONDON,2002-10-25,77,SE15 2RJ,,ASYLUM ROAD,LONDON
370000,Standard price paid transaction,GREATER LONDON,2013-03-27,77A,SE15 2RJ,,ASYLUM ROAD,LONDON
499999,Standard price paid transaction,GREATER LONDON,2013-05-24,75,SE15 2RJ,,ASYLUM ROAD,LONDON
545000,Standard price paid transaction,GREATER LONDON,2013-09-02,77,SE15 2RJ,,ASYLUM ROAD,LONDON
146000,Standard price paid transaction,GREATER LONDON,2002-02-15,34,SE15 2RR,,DROVERS PLACE,LONDON
190000,Standard price paid transaction,GREATER LONDON,2004-03-26,25,SE15 2RR,,DROVERS PLACE,LONDON
250000,Standard price paid transaction,GREATER LONDON,2005-09-01,37,SE15 2RR,,DROVERS PLACE,LONDON
522000,Standard price paid transaction,GREATER LONDON,2016-04-29,32,SE15 2RR,,DROVERS PLACE,LONDON
525000,Additional price paid transaction,GREATER LONDON,2014-05-08,37,SE15 2RR,,DROVERS PLACE,LONDON
150000,Standard price paid transaction,GREATER LONDON,2009-10-02,"RADFORD COURT, 814",SE15 1AJ,FLAT 1,OLD KENT ROAD,LONDON
154375,Standard price paid transaction,GREATER LONDON,2009-12-02,"RADFORD COURT, 814",SE15 1AJ,FLAT 2,OLD KENT ROAD,LONDON
156250,Standard price paid transaction,GREATER LONDON,2009-08-07,"RADFORD COURT, 814",SE15 1AJ,FLAT 11,OLD KENT ROAD,LONDON
158125,Standard price paid transaction,GREATER LONDON,2009-12-23,"RADFORD COURT, 814",SE15 1AJ,FLAT 8,OLD KENT ROAD,LONDON
159375,Standard price paid transaction,GREATER LONDON,2009-09-21,"RADFORD COURT, 814",SE15 1AJ,FLAT 14,OLD KENT ROAD,LONDON
165625,Standard price paid transaction,GREATER LONDON,2009-10-26,"RADFORD COURT, 814",SE15 1AJ,FLAT 17,OLD KENT ROAD,LONDON
190000,Standard price paid transaction,GREATER LONDON,2013-07-31,"RADFORD COURT, 814",SE15 1AJ,FLAT 17,OLD KENT ROAD,LONDON
193750,Standard price paid transaction,GREATER LONDON,2009-09-18,"RADFORD COURT, 814",SE15 1AJ,FLAT 7,OLD KENT ROAD,LONDON
195000,Standard price paid transaction,GREATER LONDON,2010-06-10,"RADFORD COURT, 814",SE15 1AJ,FLAT 15,OLD KENT ROAD,LONDON
200000,Standard price paid transaction,GREATER LONDON,2009-11-04,"RADFORD COURT, 814",SE15 1AJ,FLAT 13,OLD KENT ROAD,LONDON
203125,Standard price paid transaction,GREATER LONDON,2009-08-10,"RADFORD COURT, 814",SE15 1AJ,FLAT 19,OLD KENT ROAD,LONDON
205000,Standard price paid transaction,GREATER LONDON,2008-08-29,"RADFORD COURT, 814",SE15 1AJ,FLAT 21,OLD KENT ROAD,LONDON
205000,Standard price paid transaction,GREATER LONDON,2008-10-29,"RADFORD COURT, 814",SE15 1AJ,FLAT 5,OLD KENT ROAD,LONDON
220000,Standard price paid transaction,GREATER LONDON,2014-02-28,"RADFORD COURT, 814",SE15 1AJ,FLAT 21,OLD KENT ROAD,LONDON
225000,Standard price paid transaction,GREATER LONDON,2010-06-18,"RADFORD COURT, 814",SE15 1AJ,FLAT 16,OLD KENT ROAD,LONDON
250000,Standard price paid transaction,GREATER LONDON,2008-11-28,"RADFORD COURT, 814",SE15 1AJ,FLAT 20,OLD KENT ROAD,LONDON
250000,Standard price paid transaction,GREATER LONDON,2008-08-29,"RADFORD COURT, 814",SE15 1AJ,FLAT 9,OLD KENT ROAD,LONDON
250000,Standard price paid transaction,GREATER LONDON,2008-08-27,"RADFORD COURT, 814",SE15 1AJ,FLAT 18,OLD KENT ROAD,LONDON
250000,Standard price paid transaction,GREATER LONDON,2008-08-29,"RADFORD COURT, 814",SE15 1AJ,FLAT 12,OLD KENT ROAD,LONDON
275000,Standard price paid transaction,GREATER LONDON,2008-09-01,"RADFORD COURT, 814",SE15 1AJ,FLAT 4,OLD KENT ROAD,LONDON
275000,Standard price paid transaction,GREATER LONDON,2008-08-29,"RADFORD COURT, 814",SE15 1AJ,FLAT 6,OLD KENT ROAD,LONDON
275000,Standard price paid transaction,GREATER LONDON,2008-08-29,"RADFORD COURT, 814",SE15 1AJ,FLAT 10,OLD KENT ROAD,LONDON
295000,Standard price paid transaction,GREATER LONDON,2017-06-30,"RADFORD COURT, 814",SE15 1AJ,FLAT 8,OLD KENT ROAD,LONDON
307000,Additional price paid transaction,GREATER LONDON,2014-05-23,"RADFORD COURT, 814",SE15 1AJ,FLAT 4,OLD KENT ROAD,LONDON
385000,Standard price paid transaction,GREATER LONDON,2016-09-09,"RADFORD COURT, 814",SE15 1AJ,FLAT 6,OLD KENT ROAD,LONDON
392000,Standard price paid transaction,GREATER LONDON,2015-09-18,"RADFORD COURT, 814",SE15 1AJ,FLAT 1,OLD KENT ROAD,LONDON
402000,Standard price paid transaction,GREATER LONDON,2016-04-08,"RADFORD COURT, 814",SE15 1AJ,FLAT 20,OLD KENT ROAD,LONDON
450000,Standard price paid transaction,GREATER LONDON,2016-09-22,"RADFORD COURT, 814",SE15 1AJ,FLAT 4,OLD KENT ROAD,LONDON
5000000,Additional price paid transaction,GREATER LONDON,2017-09-28,747 - 759,SE15 1NZ,,OLD KENT ROAD,LONDON
36000,Standard price paid transaction,GREATER LONDON,1995-01-31,14A,SE15 2RL,,ASYLUM ROAD,LONDON
53000,Standard price paid transaction,GREATER LONDON,1995-10-30,14E,SE15 2RL,,ASYLUM ROAD,LONDON
114000,Standard price paid transaction,GREATER LONDON,2002-07-05,22A,SE15 2RL,,ASYLUM ROAD,LONDON
134000,Standard price paid transaction,GREATER LONDON,2004-07-01,22,SE15 2RL,GROUND FLOOR FLAT,ASYLUM ROAD,LONDON
145000,Standard price paid transaction,GREATER LONDON,2005-03-18,24B,SE15 2RL,,ASYLUM ROAD,LONDON
160000,Standard price paid transaction,GREATER LONDON,2005-04-29,22A,SE15 2RL,,ASYLUM ROAD,LONDON
167000,Standard price paid transaction,GREATER LONDON,2005-12-21,24A,SE15 2RL,,ASYLUM ROAD,LONDON
170000,Standard price paid transaction,GREATER LONDON,2005-08-15,22,SE15 2RL,GROUND FLOOR FLAT,ASYLUM ROAD,LONDON
187000,Standard price paid transaction,GREATER LONDON,2005-06-29,14E,SE15 2RL,,ASYLUM ROAD,LONDON
225000,Standard price paid transaction,GREATER LONDON,2007-05-25,14D,SE15 2RL,,ASYLUM ROAD,LONDON
239950,Standard price paid transaction,GREATER LONDON,2007-11-23,24A,SE15 2RL,,ASYLUM ROAD,LONDON
240000,Standard price paid transaction,GREATER LONDON,2013-06-10,22A,SE15 2RL,,ASYLUM ROAD,LONDON
245000,Standard price paid transaction,GREATER LONDON,2012-07-27,24A,SE15 2RL,,ASYLUM ROAD,LONDON
560000,Standard price paid transaction,GREATER LONDON,2016-08-19,14E,SE15 2RL,,ASYLUM ROAD,LONDON
605000,Standard price paid transaction,GREATER LONDON,2015-06-18,26,SE15 2RL,,ASYLUM ROAD,LONDON
50000,Standard price paid transaction,GREATER LONDON,1997-08-11,34,SE15 2RX,,CLIFTON CRESCENT,LONDON
56950,Standard price paid transaction,GREATER LONDON,1997-10-20,3,SE15 2RX,,CLIFTON CRESCENT,LONDON
57000,Standard price paid transaction,GREATER LONDON,1996-04-17,17,SE15 2RX,,CLIFTON CRESCENT,LONDON
59000,Standard price paid transaction,GREATER LONDON,1998-05-22,32,SE15 2RX,,CLIFTON CRESCENT,LONDON
64000,Standard price paid transaction,GREATER LONDON,1995-07-24,19,SE15 2RX,,CLIFTON CRESCENT,LONDON
77000,Standard price paid transaction,GREATER LONDON,1999-09-02,3,SE15 2RX,,CLIFTON CRESCENT,LONDON
83000,Standard price paid transaction,GREATER LONDON,1997-04-07,15,SE15 2RX,,CLIFTON CRESCENT,LONDON
96000,Standard price paid transaction,GREATER LONDON,1997-10-20,1A,SE15 2RX,,CLIFTON CRESCENT,LONDON
100000,Standard price paid transaction,GREATER LONDON,2002-05-20,51,SE15 2RX,,CLIFTON CRESCENT,LONDON
104950,Standard price paid transaction,GREATER LONDON,2000-12-21,3,SE15 2RX,,CLIFTON CRESCENT,LONDON
120000,Standard price paid transaction,GREATER LONDON,1999-11-30,53,SE15 2RX,,CLIFTON CRESCENT,LONDON
133000,Standard price paid transaction,GREATER LONDON,2002-01-25,20,SE15 2RX,,CLIFTON CRESCENT,LONDON
145000,Standard price paid transaction,GREATER LONDON,2002-10-04,3,SE15 2RX,,CLIFTON CRESCENT,LONDON
156000,Standard price paid transaction,GREATER LONDON,2009-06-01,44,SE15 2RX,,CLIFTON CRESCENT,LONDON
160000,Standard price paid transaction,GREATER LONDON,2000-06-30,15,SE15 2RX,,CLIFTON CRESCENT,LONDON
180000,Standard price paid transaction,GREATER LONDON,2002-02-06,17,SE15 2RX,,CLIFTON CRESCENT,LONDON
195000,Standard price paid transaction,GREATER LONDON,2007-08-03,51,SE15 2RX,,CLIFTON CRESCENT,LONDON
200000,Standard price paid transaction,GREATER LONDON,2011-07-08,27,SE15 2RX,,CLIFTON CRESCENT,LONDON
200000,Standard price paid transaction,GREATER LONDON,2002-11-13,12,SE15 2RX,,CLIFTON CRESCENT,LONDON
200000,Standard price paid transaction,GREATER LONDON,2011-12-15,30,SE15 2RX,,CLIFTON CRESCENT,LONDON
209000,Standard price paid transaction,GREATER LONDON,2008-06-27,32,SE15 2RX,,CLIFTON CRESCENT,LONDON
213000,Standard price paid transaction,GREATER LONDON,2007-01-12,24,SE15 2RX,,CLIFTON CRESCENT,LONDON
214500,Standard price paid transaction,GREATER LONDON,2007-06-19,48,SE15 2RX,,CLIFTON CRESCENT,LONDON
215000,Standard price paid transaction,GREATER LONDON,2011-06-20,24,SE15 2RX,,CLIFTON CRESCENT,LONDON
242500,Standard price paid transaction,GREATER LONDON,2012-10-19,44,SE15 2RX,,CLIFTON CRESCENT,LONDON
243000,Standard price paid transaction,GREATER LONDON,2011-03-14,1B,SE15 2RX,,CLIFTON CRESCENT,LONDON
243000,Standard price paid transaction,GREATER LONDON,2004-07-15,12,SE15 2RX,,CLIFTON CRESCENT,LONDON
245000,Standard price paid transaction,GREATER LONDON,2003-05-30,15,SE15 2RX,,CLIFTON CRESCENT,LONDON
249950,Standard price paid transaction,GREATER LONDON,2006-10-23,1B,SE15 2RX,,CLIFTON CRESCENT,LONDON
250000,Standard price paid transaction,GREATER LONDON,2014-06-16,40,SE15 2RX,,CLIFTON CRESCENT,LONDON
330000,Standard price paid transaction,GREATER LONDON,2012-10-19,15,SE15 2RX,,CLIFTON CRESCENT,LONDON
340000,Standard price paid transaction,GREATER LONDON,2011-07-20,12,SE15 2RX,,CLIFTON CRESCENT,LONDON
431500,Standard price paid transaction,GREATER LONDON,2016-07-04,30,SE15 2RX,,CLIFTON CRESCENT,LONDON
700000,Standard price paid transaction,GREATER LONDON,2016-06-10,39,SE15 2RX,,CLIFTON CRESCENT,LONDON
150000,Standard price paid transaction,GREATER LONDON,2003-02-28,11,SE15 2RP,,DROVERS PLACE,LONDON
150000,Standard price paid transaction,GREATER LONDON,2003-03-27,14,SE15 2RP,,DROVERS PLACE,LONDON
170000,Standard price paid transaction,GREATER LONDON,2003-10-15,10,SE15 2RP,,DROVERS PLACE,LONDON
172000,Standard price paid transaction,GREATER LONDON,2005-07-15,14,SE15 2RP,,DROVERS PLACE,LONDON
245000,Standard price paid transaction,GREATER LONDON,2006-09-28,20,SE15 2RP,,DROVERS PLACE,LONDON
275000,Standard price paid transaction,GREATER LONDON,2006-08-18,17,SE15 2RP,,DROVERS PLACE,LONDON
395000,Standard price paid transaction,GREATER LONDON,2016-11-11,14,SE15 2RP,,DROVERS PLACE,LONDON
9500,Additional price paid transaction,GREATER LONDON,2017-08-18,2,SE15 1PB,,SYLVAN TERRACE,LONDON
20000,Standard price paid transaction,GREATER LONDON,1996-01-12,2,SE15 1PB,,SYLVAN TERRACE,LONDON
